"genus","DNA","RNA","ALL","CroplandSize","PastureSize","TotalPopulationSize","Elevation","DistanceToClosestTown","MammalSympatry","AdultBodyMass_g","AdultForearmLen_mm","DietBreadth","LitterSize","LittersPerYear","PopulationGrpSize","TrophicLevel","BodyMassValue","RWL","AR","Forearm","Mass","Pulse","GroupSize","Lifespan","CleanDataSize","CleanQ30","TotalContigLength","ContigCount","neighborSampleNum","neighborBatGenus","neighborDNAvirusMean","neighborRNAvirusMean"
"Chaerephon",0,0,0,39.03632736,26.68325233,40885.50781,1140,49601.41882,123,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1384505850,87.89,10446771,"17939",9,2,0.333333333333333,0.222222222222222
"Chaerephon",0,0,0,39.03632736,26.68325233,40885.50781,1140,49601.41882,123,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,8146787818,91.08,569508553,"1030684",9,2,0.333333333333333,0.222222222222222
"Chaerephon",0,0,0,39.03632736,26.68325233,40885.50781,1140,49601.41882,123,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2188596006,85.32,3597567,"7299",9,2,0.333333333333333,0.222222222222222
"Chaerephon",2,1,3,39.03632736,26.68325233,40885.50781,1140,49601.41882,123,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1106775536,88.77,12270128,"16051",9,2,0.222222222222222,0.111111111111111
"Chaerephon",0,0,0,39.03632736,26.68325233,40885.50781,1140,49601.41882,123,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1941971907,88.57,26873937,"44700",9,2,0.333333333333333,0.222222222222222
"Mops",0,0,0,39.03632736,26.68325233,40885.50781,1140,49601.41882,123,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,10801213204,87.83,336169495,"642835",9,1,0.333333333333333,0.222222222222222
"Chaerephon",1,0,1,39.03632736,26.68325233,40885.50781,1140,49601.41882,123,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,6551292100,87.36,93876925,"214069",9,2,0.222222222222222,0.222222222222222
"Chaerephon",0,0,0,39.03632736,26.68325233,40885.50781,1140,49601.41882,123,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2608954476,86.59,9532430,"18370",9,2,0.333333333333333,0.222222222222222
"Rousettus",0,0,0,18.40135002,37.02971649,3291.423096,15,50742.25411,122,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,23375727856,89.08,969363099,"1124964",22,2,0,0.590909090909091
"Mops",3,4,7,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,8606908315,87.66,107494653,"243883",20,2,0.75,0.65
"Mops",3,3,6,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,8864246229,89.66,252410027,"494093",20,2,0.75,0.65
"Mops",4,1,5,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,9038783330,89.84,71328268,"134087",20,2,0.75,0.65
"Mops",0,0,0,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,6135821931,90.48,454269909,"790768",20,2,0.8,0.7
"Mops",0,3,3,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,3506772111,91.92,222928327,"433756",20,2,0.8,0.65
"Mops",3,4,7,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,6919766990,86.84,19716804,"41572",20,2,0.75,0.65
"Mops",4,2,6,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,2675785379,89.11,54821856,"108424",20,2,0.75,0.65
"Mops",3,1,4,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,3750618853,86.96,16286931,"36880",20,2,0.75,0.65
"Mops",1,2,3,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,5028041545,89.64,170460102,"368424",20,2,0.75,0.65
"Chaerephon",0,0,0,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,6076370035,86.67,29168395,"64072",20,1,0.8,0.7
"Mops",7,0,7,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,2674508684,91.66,30542719,"50622",20,2,0.75,0.7
"Mops",6,1,7,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,5133608394,92.65,167402598,"192437",20,2,0.75,0.65
"Mops",2,2,4,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,3029426582,86.83,24012074,"52122",20,2,0.75,0.65
"Mops",2,0,2,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,4030429776,88.87,121211323,"263102",20,2,0.75,0.7
"Mops",2,2,4,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,2772776191,86.88,8076426,"18030",20,2,0.75,0.65
"Mops",4,3,7,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,5321034103,88.18,83502619,"185081",20,2,0.75,0.65
"Mops",3,2,5,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,1131163493,88.42,7144963,"13797",20,2,0.75,0.65
"Mops",0,1,1,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,2845845611,86.61,12562399,"24747",20,2,0.8,0.65
"Mops",6,0,6,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,5207237937,87.55,29785150,"44257",20,2,0.75,0.7
"Mops",4,0,4,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,3669700823,86.4,19452898,"25953",20,2,0.75,0.7
"Mops",0,0,0,55.9740448,19.71419716,102558.2813,1213,26078.67908,146,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,2281800334,90.89,102320948,"218421",20,2,0.8,0.7
"Hipposideros",0,0,0,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4933327044,89.63,149514488,"302307",20,4,0,0
"Hipposideros",0,0,0,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,8995775479,86.51,97323949,"216063",20,4,0,0
"Coleura",0,0,0,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,2610993590,89.52,25248235,"50584",20,4,0,0
"Coleura",0,2,2,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,2523356742,87.12,5053812,"10352",20,4,0,0
"Hipposideros",0,0,0,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4452358951,87.01,30253365,"61594",20,4,0,0
"Coleura",0,0,0,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,2476597360,86.85,7141709,"14807",20,4,0,0
"Coleura",0,1,1,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,5885808490,86.69,56393078,"108999",20,4,0,0
"Coleura",0,2,2,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,4463163712,87.5,55672273,"123252",20,4,0,0
"Coleura",0,1,1,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,4161870587,86.76,25757334,"53679",20,4,0,0
"Coleura",0,1,1,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,4017899303,87.55,26718964,"52042",20,4,0,0
"Coleura",0,0,0,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,2068651448,89.63,36507900,"66005",20,4,0,0
"Rousettus",0,0,0,18.40135002,37.02971649,3291.423096,15,50742.25411,122,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,12436038882,86.96,276833650,"495738",22,2,0,0.590909090909091
"Coleura",0,1,1,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,2268410233,86.88,10543411,"19529",20,4,0,0
"Coleura",0,0,0,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,1178885076,87.32,4130311,"7898",20,4,0,0
"Coleura",0,1,1,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,796222658,88.59,11342684,"18856",20,4,0,0
"Coleura",0,1,1,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,3523042045,86.5,13325034,"27377",20,4,0,0
"Coleura",0,2,2,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,2788013129,88.01,28313800,"52115",20,4,0,0
"Coleura",0,1,1,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,4194874473,88.03,50303294,"108674",20,4,0,0
"Hipposideros",0,0,0,55.67400742,24.91697884,52907.71094,1385,18124.21143,153,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,8191971383,88,126941057,"272338",20,4,0,0
"Rousettus",0,0,0,18.40135002,37.02971649,3291.423096,15,50742.25411,122,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,3716095211,90.78,239202615,"427921",22,2,0,0.590909090909091
"Rousettus",0,2,2,18.40135002,37.02971649,3291.423096,15,50742.25411,122,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,21431750423,88.36,405767510,"782681",22,2,0,0.545454545454545
"Rousettus",0,0,0,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,2899572950,89.33,32616114,"79665",19,1,0,0.631578947368421
"Rousettus",0,2,2,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,13662317631,93.44,859213450,"842945",19,1,0,0.578947368421053
"Rousettus",0,0,0,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,2399892618,87.88,16224311,"35966",19,1,0,0.631578947368421
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,2368800682,90.69,62293743,"135439",19,1,0,0.578947368421053
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,15826983993,95.98,1105643978,"1307549",19,1,0,0.578947368421053
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,5278997270,89.5,414046404,"657205",19,1,0,0.578947368421053
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,7999164062,95.16,725353935,"865116",19,1,0,0.578947368421053
"Rousettus",0,0,0,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,20600458101,95.53,906061036,"892704",19,1,0,0.631578947368421
"Rousettus",0,0,0,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,10121811787,93.7,798186577,"857739",19,1,0,0.631578947368421
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,9966992079,91.02,675653439,"887669",19,1,0,0.578947368421053
"Rousettus",0,0,0,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,10247729005,90.42,559588998,"852383",19,1,0,0.631578947368421
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,13277857625,94.95,1129923643,"1294410",19,1,0,0.578947368421053
"Rousettus",0,0,0,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,5443441225,91.99,460358925,"664118",19,1,0,0.631578947368421
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,16609981981,94.35,1311819507,"1820337",19,1,0,0.578947368421053
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,9372424833,90.07,567352734,"817330",19,1,0,0.578947368421053
"Rousettus",0,1,1,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,12735429457,94.08,805630921,"933267",19,1,0,0.578947368421053
"Rousettus",0,3,3,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,8391863513,89.91,397705667,"754583",19,1,0,0.578947368421053
"Rousettus",0,0,0,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,5852626265,92.2,474611866,"723053",19,1,0,0.631578947368421
"Rousettus",0,0,0,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,15266695984,92.77,875379536,"927565",19,1,0,0.631578947368421
"Rousettus",0,3,3,26.2142086,7.984060764,15974.79102,2354,27141.69636,157,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,10280442739,93.14,849876408,"1100845",19,1,0,0.578947368421053
"Rousettus",0,4,4,18.40135002,37.02971649,3291.423096,15,50742.25411,122,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,8585713812,85.49,21101592,"50847",22,2,0,0.545454545454545
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,3174525341,94.17,84290048,"136813",18,1,0,0
"Eidolon",0,1,1,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,20545785400,93.24,1110431376,"1252407",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,7289649137,93.15,514684066,"725126",18,1,0,0
"Eidolon",0,1,1,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,5156984553,90.2,204641166,"284641",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,1319722964,92.68,68601355,"89057",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,1908576523,89.57,63662360,"111661",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,2560071560,91.52,130083859,"245459",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,1197378910,90.64,44664389,"56258",18,1,0,0
"Eidolon",0,1,1,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,3289029836,90.4,119368349,"254775",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,1458420053,93.31,65480214,"78762",18,1,0,0
"Eidolon",0,1,1,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,2616654516,92.79,160964113,"320691",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,1381436593,92.99,55353894,"97425",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,1284476024,92.18,31064691,"48999",18,1,0,0
"Rousettus",0,2,2,18.40135002,37.02971649,3291.423096,15,50742.25411,122,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,14863209309,94.49,1075631308,"1226061",22,2,0,0.545454545454545
"Rousettus",0,1,1,18.40135002,37.02971649,3291.423096,15,50742.25411,122,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,14147591117,85,71682261,"122599",22,2,0,0.545454545454545
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,1996283117,90.65,64883867,"117923",18,1,0,0
"Eidolon",0,1,1,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,10878287467,92.45,779309000,"943565",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,2820023471,89.46,65446534,"128416",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,5523260169,92.28,271295896,"431480",18,1,0,0
"Eidolon",0,0,0,56.2644043,19.71222305,99678.95313,1529,22124.44611,155,276.095,124.11,3,1.15,1,10.81977828,1,268.53,47.11269039,6.900000004,123.15,261.9999998,1,549999.9994,261.99,4629735498,90.61,77557918,"171004",18,1,0,0
"Chaerephon",1,0,1,1.508048296,0,1420.079468,857,307495.1191,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2499700541,86.6,27273289,"56790",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307495.1191,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3074001572,84.67,34774629,"71733",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307495.1191,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2525560585,86.33,46204998,"84590",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307495.1191,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3411142876,86.4,55200387,"117365",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307495.1191,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,7881938051,85.2,67317874,"127377",44,2,0,0
"Chaerephon",1,0,1,1.508048296,0,1420.079468,857,307495.1191,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1996304097,87.91,51626134,"84964",44,2,0,0
"Chaerephon",1,0,1,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,14540317997,90.07,1273343934,"1949381",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3576060006,88.35,81682941,"160692",44,2,0,0
"Chaerephon",1,0,1,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2660371744,85,36082512,"71069",44,2,0,0
