"sample_id","lat","lon","genus"
"UR36","-0.164072","30.020253","Rousettus"
"UR38","-0.164072","30.020253","Rousettus"
"UR39","-0.164072","30.020253","Rousettus"
"UR4","-0.164072","30.020253","Rousettus"
"UR41","-0.164072","30.020253","Rousettus"
"UR42","-0.164072","30.020253","Rousettus"
"UR43","-0.164072","30.020253","Rousettus"
"UR44","-0.164072","30.020253","Rousettus"
"UR45","-0.164072","30.020253","Rousettus"
"UR46","-0.164072","30.020253","Rousettus"
"UR47","-0.164072","30.020253","Rousettus"
"UR48","-0.164072","30.020253","Rousettus"
"UR49","-0.164072","30.020253","Rousettus"
"UR5","-0.164072","30.020253","Rousettus"
"UR50","-0.164072","30.020253","Rousettus"
"UR51","-0.164072","30.020253","Rousettus"
"UR52","-0.164072","30.020253","Rousettus"
"UR53","-0.164072","30.020253","Rousettus"
"UR6","-0.164072","30.020253","Rousettus"
"UR7","-0.164072","30.020253","Rousettus"
"UR9","-0.164072","30.020253","Rousettus"
"URA10SL","-0.164072","30.020253","Rousettus"
"URA11SL","-0.164072","30.020253","Rousettus"
"URA12SL","-0.164072","30.020253","Rousettus"
"URA13SL","-0.164072","30.020253","Rousettus"
"URA14SL","-0.164072","30.020253","Rousettus"
"URA15SL","-0.164072","30.020253","Rousettus"
"URA16SL","-0.164072","30.020253","Rousettus"
"URA17SL","-0.164072","30.020253","Rousettus"
"URA18SL","-0.164072","30.020253","Rousettus"
"URA19SL","-0.164072","30.020253","Rousettus"
"URA1SL","-0.164072","30.020253","Rousettus"
"URA2018001Int","-0.164072","30.020253","Rousettus"
"URA2018002Int","-0.164072","30.020253","Rousettus"
"URA2018003Int","-0.164072","30.020253","Rousettus"
"URA2018004Int","-0.164072","30.020253","Rousettus"
"URA2018005Int","-0.164072","30.020253","Rousettus"
"URA2018006Int","-0.164072","30.020253","Rousettus"
"URA2018007Int","-0.164072","30.020253","Rousettus"
"URA2018008Int","-0.164072","30.020253","Rousettus"
"URA2018010Int","-0.164072","30.020253","Rousettus"
"URA2018011Int","-0.164072","30.020253","Rousettus"
"URA2018012Int","-0.164072","30.020253","Rousettus"
"URA2018013Int","-0.164072","30.020253","Rousettus"
"URA2018014Int","-0.164072","30.020253","Rousettus"
"URA2018015Int","-0.164072","30.020253","Rousettus"
"URA2018016Int","-0.164072","30.020253","Rousettus"
"URA2018017Int","-0.164072","30.020253","Rousettus"
"URA2018018Int","-0.164072","30.020253","Rousettus"
"URA2018019Int","-0.164072","30.020253","Rousettus"
"URA2018021Int","-0.164072","30.020253","Rousettus"
"URA2018022Int","-0.164072","30.020253","Rousettus"
"URA2018023Int","-0.164072","30.020253","Rousettus"
"URA2018024Int","-0.164072","30.020253","Rousettus"
"URA20SL","-0.164072","30.020253","Rousettus"
"URA21SL","-0.164072","30.020253","Rousettus"
"URA22SL","-0.164072","30.020253","Rousettus"
"URA23SL","-0.164072","30.020253","Rousettus"
"URA24SL","-0.164072","30.020253","Rousettus"
"URA2SL","-0.164072","30.020253","Rousettus"
"URA3SL","-0.164072","30.020253","Rousettus"
"URA4SL","-0.164072","30.020253","Rousettus"
"URA5SL","-0.164072","30.020253","Rousettus"
"URA6SL","-0.164072","30.020253","Rousettus"
"URA7SL","-0.164072","30.020253","Rousettus"
"URA8SL","-0.164072","30.020253","Rousettus"
"URAKH1","-0.164072","30.020253","Rousettus"
"URAKH10","-0.164072","30.020253","Rousettus"
"URAKH11","-0.164072","30.020253","Rousettus"
"URAKH12","-0.164072","30.020253","Rousettus"
"URAKH13","-0.164072","30.020253","Rousettus"
"URAKH15","-0.164072","30.020253","Rousettus"
"URAKH16","-0.164072","30.020253","Rousettus"
"URAKH17","-0.164072","30.020253","Rousettus"
"URAKH18","-0.164072","30.020253","Rousettus"
"URAKH19","-0.164072","30.020253","Rousettus"
"URAKH2","-0.164072","30.020253","Rousettus"
"URAKH20","-0.164072","30.020253","Rousettus"
"URAKH21","-0.164072","30.020253","Rousettus"
"URAKH22","-0.164072","30.020253","Rousettus"
"URAKH23","-0.164072","30.020253","Rousettus"
"URAKH24","-0.164072","30.020253","Rousettus"
"URAKH3","-0.164072","30.020253","Rousettus"
"URAKH4","-0.164072","30.020253","Rousettus"
"URAKH5","-0.164072","30.020253","Rousettus"
"URAKH6","-0.164072","30.020253","Rousettus"
"URAKH7","-0.164072","30.020253","Rousettus"
"URAKH8","-0.164072","30.020253","Rousettus"
"URAKH9","-0.164072","30.020253","Rousettus"
"UV1","-0.164072","30.020253","Rousettus"
"UV10","-0.164072","30.020253","Rousettus"
"UV11","-0.164072","30.020253","Rousettus"
"UV12","-0.164072","30.020253","Rousettus"
"UV13","-0.164072","30.020253","Rousettus"
"UV15","-0.164072","30.020253","Rousettus"
"UV16","-0.164072","30.020253","Rousettus"
"UV17","-0.164072","30.020253","Rousettus"
"UV18","-0.164072","30.020253","Rousettus"
"UV19","-0.164072","30.020253","Rousettus"
"UV2","-0.164072","30.020253","Rousettus"
"UV22","-0.164072","30.020253","Rousettus"
"UV23","-0.164072","30.020253","Rousettus"
"UV24","-0.164072","30.020253","Rousettus"
"UV25","-0.164072","30.020253","Rousettus"
"UV26","-0.164072","30.020253","Rousettus"
"UV27","-0.164072","30.020253","Rousettus"
"UV28","-0.164072","30.020253","Rousettus"
"UV29","-0.164072","30.020253","Rousettus"
"UV30","-0.164072","30.020253","Rousettus"
"UV31","-0.164072","30.020253","Rousettus"
"UV32","-0.164072","30.020253","Rousettus"
"UV33","-0.164072","30.020253","Rousettus"
"UV34","-0.164072","30.020253","Rousettus"
"UV35","-0.164072","30.020253","Rousettus"
"UV36","-0.164072","30.020253","Rousettus"
"UV37","-0.164072","30.020253","Rousettus"
"UV38","-0.164072","30.020253","Rousettus"
"UV39","-0.164072","30.020253","Rousettus"
"UV4","-0.164072","30.020253","Rousettus"
"UV40","-0.164072","30.020253","Rousettus"
"UV41","-0.164072","30.020253","Rousettus"
"UV42","-0.164072","30.020253","Rousettus"
"UV43","-0.164072","30.020253","Rousettus"
"UV44","-0.164072","30.020253","Rousettus"
"UV5","-0.164072","30.020253","Rousettus"
"UV6","-0.164072","30.020253","Rousettus"
"UV7","-0.164072","30.020253","Rousettus"
"UV8","-0.164072","30.020253","Rousettus"
"UV9","-0.164072","30.020253","Rousettus"
