"root_ID","neighbor","distance"
"BAT0646","BAT604",0
"BAT0646","BAT605",0
"BAT0646","BAT606",0
"BAT0646","BAT607",0
"BAT0646","BAT608",0
"BAT0646","BAT609",0
"BAT0646","BAT610",0
"BAT0646","BAT611",0
"BAT0646","BAT612",0
"BAT0646","BAT613",0
"BAT0646","BAT614",0
"BAT0646","BAT615",0
"BAT0646","BAT616",0
"BAT0646","BAT617",0
"BAT0646","BAT618",0
"BAT0646","BAT619",0
"BAT0646","BAT620",0
"BAT0646","BAT621",0
"BAT0646","BAT624",0
"BAT0646","BAT625",0
"BAT0646","BAT626",0
"BAT0646","BAT627",0
"BAT0646","BAT630",0
"BAT0646","BAT631",0
"BAT0646","BAT632",0
"BAT0647","BAT0633",0
"BAT0647","BAT0634",0
"BAT0647","BAT0635",0
"BAT0647","BAT0636",0
"BAT0647","BAT0637",0
"BAT0647","BAT0638",0
"BAT0647","BAT0639",0
"BAT0647","BAT0640",0
"BAT0647","BAT0641",0
"BAT0647","BAT0642",0
"BAT0647","BAT0643",0
"BAT0647","BAT0644",0
"BAT0647","BAT0645",0
"BAT0647","BAT0646",0
"BAT0647","BAT0648",0
"BAT0647","BAT0649",0
"BAT0647","BAT0650",0
"BAT0647","BAT0651",0
"BAT0647","BAT0652",0
"BAT0647","BAT582",0
"BAT0647","BAT591",0
"BAT0647","BAT592",0
"BAT0647","BAT593",0
"BAT0647","BAT594",0
"BAT0647","BAT595",0
"BAT0647","BAT596",0
"BAT0647","BAT597",0
"BAT0647","BAT598",0
"BAT0647","BAT599",0
"BAT0647","BAT600",0
"BAT0647","BAT601",0
"BAT0647","BAT602",0
"BAT0647","BAT603",0
"BAT0647","BAT604",0
"BAT0647","BAT605",0
"BAT0647","BAT606",0
"BAT0647","BAT607",0
"BAT0647","BAT608",0
"BAT0647","BAT609",0
"BAT0647","BAT610",0
"BAT0647","BAT611",0
"BAT0647","BAT612",0
"BAT0647","BAT613",0
"BAT0647","BAT614",0
"BAT0647","BAT615",0
"BAT0647","BAT616",0
"BAT0647","BAT617",0
"BAT0647","BAT618",0
"BAT0647","BAT619",0
"BAT0647","BAT620",0
"BAT0647","BAT621",0
"BAT0647","BAT624",0
"BAT0647","BAT625",0
"BAT0647","BAT626",0
"BAT0647","BAT627",0
"BAT0647","BAT630",0
"BAT0647","BAT631",0
"BAT0647","BAT632",0
"BAT0648","BAT0633",0
"BAT0648","BAT0634",0
"BAT0648","BAT0635",0
"BAT0648","BAT0636",0
"BAT0648","BAT0637",0
"BAT0648","BAT0638",0
"BAT0648","BAT0639",0
"BAT0648","BAT0640",0
"BAT0648","BAT0641",0
"BAT0648","BAT0642",0
"BAT0648","BAT0643",0
"BAT0648","BAT0644",0
"BAT0648","BAT0645",0
"BAT0648","BAT0646",0
"BAT0648","BAT0647",0
"BAT0648","BAT0649",0
"BAT0648","BAT0650",0
"BAT0648","BAT0651",0
"BAT0648","BAT0652",0
"BAT0648","BAT582",0
"BAT0648","BAT591",0
"BAT0648","BAT592",0
"BAT0648","BAT593",0
"BAT0648","BAT594",0
"BAT0648","BAT595",0
"BAT0648","BAT596",0
"BAT0648","BAT597",0
"BAT0648","BAT598",0
"BAT0648","BAT599",0
"BAT0648","BAT600",0
"BAT0648","BAT601",0
"BAT0648","BAT602",0
"BAT0648","BAT603",0
"BAT0648","BAT604",0
"BAT0648","BAT605",0
"BAT0648","BAT606",0
"BAT0648","BAT607",0
"BAT0648","BAT608",0
"BAT0648","BAT609",0
"BAT0648","BAT610",0
"BAT0648","BAT611",0
"BAT0648","BAT612",0
"BAT0648","BAT613",0
"BAT0648","BAT614",0
"BAT0648","BAT615",0
"BAT0648","BAT616",0
"BAT0648","BAT617",0
"BAT0648","BAT618",0
"BAT0648","BAT619",0
"BAT0648","BAT620",0
"BAT0648","BAT621",0
"BAT0648","BAT624",0
"BAT0648","BAT625",0
"BAT0648","BAT626",0
"BAT0648","BAT627",0
"BAT0648","BAT630",0
"BAT0648","BAT631",0
"BAT0648","BAT632",0
"BAT0649","BAT0633",0
"BAT0649","BAT0634",0
"BAT0649","BAT0635",0
"BAT0649","BAT0636",0
"BAT0649","BAT0637",0
"BAT0649","BAT0638",0
"BAT0649","BAT0639",0
"BAT0649","BAT0640",0
"BAT0649","BAT0641",0
"BAT0649","BAT0642",0
"BAT0649","BAT0643",0
"BAT0649","BAT0644",0
"BAT0649","BAT0645",0
"BAT0649","BAT0646",0
"BAT0649","BAT0647",0
"BAT0649","BAT0648",0
"BAT0649","BAT0650",0
"BAT0649","BAT0651",0
"BAT0649","BAT0652",0
"BAT0649","BAT582",0
"BAT0649","BAT591",0
